"","X","temperature","lower","rain","month","yr"
"3362",3362,3.8,-2.3,0,3,1996
"3363",3363,5.5,-3,0,3,1996
"3364",3364,12.3,-0.3,0,3,1996
"3365",3365,8,-0.5,0,3,1996
"3366",3366,11,0.3,0,3,1996
"3367",3367,11.5,0.8,0.8,3,1996
"3368",3368,9.5,-0.5,0,3,1996
"3369",3369,7,0.5,3.9,3,1996
"3370",3370,9,5.5,2,3,1996
"3371",3371,11.8,5.5,6.8,3,1996
"3372",3372,14.5,6.3,0,3,1996
"3373",3373,9.5,3.8,0,3,1996
"3374",3374,11.5,2.5,12.5,3,1996
"3375",3375,6,-2.3,0,3,1996
"3376",3376,7.6,-4.5,0.2,3,1996
"3377",3377,9.4,-0.5,0.3,3,1996
"3378",3378,10.4,-3.8,0,3,1996
"3379",3379,8.4,-1.5,0,3,1996
"3380",3380,6.8,-4,0,4,1996
"3381",3381,8.3,-6,0,4,1996
"3382",3382,9.3,-4.5,0,4,1996
"3383",3383,9,-6.5,0,4,1996
"3384",3384,11.6,-6.5,0,4,1996
"3385",3385,13.3,0.5,0,4,1996
"3386",3386,10.5,4,0,4,1996
"3387",3387,11.5,1,0,4,1996
"3388",3388,15,7.5,0,4,1996
"3389",3389,15.5,6,0.3,4,1996
"3390",3390,12.3,4.5,0.6,4,1996
"3391",3391,15.4,4,1.1,4,1996
"3392",3392,12.6,0.2,14.5,4,1996
"3393",3393,10.6,0.5,0,4,1996
"3394",3394,12,3.5,0,4,1996
"3395",3395,17,8,0,4,1996
"3396",3396,17.5,8,0.3,4,1996
"3397",3397,15.5,5.3,0,4,1996
"3398",3398,13.4,7.7,1.5,4,1996
"3399",3399,17.7,5.6,0,4,1996
"3400",3400,22.3,5.1,0,4,1996
"3401",3401,21,3.8,0.1,4,1996
"3402",3402,10.8,7.3,13.5,4,1996
"3403",3403,13,5.5,0.4,4,1996
"3404",3404,15,4.5,0,4,1996
"3405",3405,15.9,5.6,0,4,1996
"3406",3406,20.1,4.5,0,4,1996
"3407",3407,19.5,7.7,0,4,1996
"3408",3408,15,0.8,0,4,1996
"3409",3409,12.5,1.2,0.7,4,1996
"3410",3410,13.5,4.5,0,5,1996
"3411",3411,15.8,4.5,0,5,1996
"3412",3412,11.5,2.5,0,5,1996
"3413",3413,12.5,-2.3,0,5,1996
"3414",3414,12,-4.3,0,5,1996
"3415",3415,12.2,-3.8,0,5,1996
"3416",3416,15.5,-2,0,5,1996
"3417",3417,15.5,0,0,5,1996
"3418",3418,14,0.5,0,5,1996
"3419",3419,12.6,-3.3,0,5,1996
"3420",3420,11.4,-3.3,0.4,5,1996
"3421",3421,12.5,3.5,0,5,1996
"3422",3422,14.5,-0.3,0,5,1996
"3423",3423,17.5,-0.3,0,5,1996
"3424",3424,15.5,-0.5,0,5,1996
"3425",3425,17.5,-1,0,5,1996
"3426",3426,10.5,1.3,4,5,1996
"3427",3427,9.8,2,1.1,5,1996
"3428",3428,9.5,3.5,2.9,5,1996
"3429",3429,12.8,2.8,2,5,1996
"3430",3430,15.5,4.3,0.8,5,1996
"3431",3431,15.5,7,0.2,5,1996
"3432",3432,14.5,7.6,4.1,5,1996
"3433",3433,16,9,1.8,5,1996
"3434",3434,14,5,4.9,5,1996
"3435",3435,12,5.3,0.4,5,1996
"3436",3436,15.1,8,3.8,5,1996
"3437",3437,15.6,-0.2,1.3,5,1996
"3438",3438,16.3,10,0,5,1996
"3439",3439,20.3,10.3,0,5,1996
"3440",3440,24.6,10.2,0,5,1996
"3441",3441,22.4,6.6,0.2,6,1996
"3442",3442,19,3.7,0.3,6,1996
"3443",3443,17.5,3.3,0,6,1996
"3444",3444,18.5,9.8,0,6,1996
"3445",3445,22,15.5,0,6,1996
"3446",3446,26.8,7.6,0,6,1996
"3447",3447,29.5,12.1,0,6,1996
"3448",3448,30.8,11.7,6,6,1996
"3449",3449,21.6,5.1,0,6,1996
"3450",3450,21.8,5.8,0,6,1996
"3451",3451,22.5,9.5,0,6,1996
"3452",3452,20.8,9.8,0,6,1996
"3453",3453,20.3,2,0,6,1996
"3454",3454,20.7,2.8,0,6,1996
"3455",3455,23,1.6,0,6,1996
"3456",3456,24,1.9,0,6,1996
"3457",3457,26.8,5,0,6,1996
"3458",3458,27.5,8.5,0,6,1996
"3459",3459,23,5,0,6,1996
"3460",3460,22.5,7.2,0,6,1996
"3461",3461,14,5.5,0.3,6,1996
"3462",3462,17,2,0,6,1996
"3463",3463,16,2,0,6,1996
"3464",3464,21,5.8,0,6,1996
"3465",3465,21.3,4.3,0,6,1996
"3466",3466,25.3,8.8,0,6,1996
"3467",3467,24.3,13,0,6,1996
"3468",3468,23.5,10,0,6,1996
"3469",3469,19.2,8,2,6,1996
"3470",3470,15.5,9,0,6,1996
"3471",3471,21,9.5,0,7,1996
"3472",3472,18.3,7.5,5.3,7,1996
"3473",3473,18.8,8.8,0.3,7,1996
"3474",3474,18.3,8.3,0.2,7,1996
"3475",3475,18.5,8,5,7,1996
"3476",3476,19.5,7.8,9.2,7,1996
"3477",3477,16.2,5.5,6.6,7,1996
"3478",3478,19.8,6.5,0,7,1996
"3479",3479,19.3,8.9,0,7,1996
"3480",3480,20.5,10,0,7,1996
"3481",3481,26,11.8,0,7,1996
"3482",3482,23.8,12,0,7,1996
"3483",3483,22.3,12.3,0,7,1996
"3484",3484,25,14.5,0,7,1996
"3485",3485,25,7,0,7,1996
"3486",3486,25.5,6,0,7,1996
"3487",3487,22.8,6.5,0,7,1996
"3488",3488,24.8,3.8,0,7,1996
"3489",3489,28,6.8,0,7,1996
"3490",3490,26.8,7.5,0,7,1996
"3491",3491,28.5,6.5,0,7,1996
"3492",3492,29.8,8,0,7,1996
"3493",3493,31,12.5,0.8,7,1996
"3494",3494,26.8,11.8,1,7,1996
"3495",3495,21.5,7,0,7,1996
"3496",3496,25.5,8,0,7,1996
"3497",3497,27.6,12.6,0.6,7,1996
"3498",3498,21.9,11.7,0,7,1996
"3499",3499,22.2,13.2,5.5,7,1996
"3500",3500,23.1,11.2,0.7,7,1996
"3501",3501,23.1,12.1,2.1,7,1996
"3502",3502,24,10,0,8,1996
"3503",3503,22.3,7.4,0,8,1996
"3504",3504,19.5,5.5,0,8,1996
"3505",3505,23.2,5.5,0,8,1996
"3506",3506,24.7,7.4,0,8,1996
"3507",3507,27.2,12.6,0,8,1996
"3508",3508,21.4,10.7,0.4,8,1996
"3509",3509,22.6,7.3,0,8,1996
"3510",3510,22.1,10.8,0.2,8,1996
"3511",3511,22.1,12.9,15.6,8,1996
"3512",3512,20.9,10.4,5.2,8,1996
"3513",3513,20.3,10.3,19,8,1996
"3514",3514,20.5,10,0.6,8,1996
"3515",3515,23.3,12.5,0,8,1996
"3516",3516,20.8,12.5,0,8,1996
"3517",3517,21.1,9,0,8,1996
"3518",3518,25.5,9,0,8,1996
"3519",3519,27.3,8.5,0,8,1996
"3520",3520,29.5,9.5,0,8,1996
"3521",3521,30.5,10.5,0,8,1996
"3522",3522,23.8,10.5,0.1,8,1996
"3523",3523,24,6,0,8,1996
"3524",3524,21.9,11.3,11.8,8,1996
"3525",3525,20.4,10.3,2.5,8,1996
"3526",3526,20.1,10.7,6.7,8,1996
"3527",3527,19.1,7.8,0.3,8,1996
"3528",3528,19.3,5.8,3.3,8,1996
"3529",3529,19.1,8.8,6.4,8,1996
"3530",3530,17.3,8,0,8,1996
"3531",3531,16.5,5.5,0,8,1996
"3532",3532,18.4,5,0,9,1996
"3533",3533,20.8,10.8,0,9,1996
"3534",3534,21,13,3.2,9,1996
"3535",3535,21,10,0,9,1996
"3536",3536,18.8,10.8,0,9,1996
"3537",3537,22.5,6,0,9,1996
"3538",3538,21.8,8,0,9,1996
"3539",3539,21,10,0,9,1996
"3540",3540,20,9.5,0.1,9,1996
"3541",3541,19,8.5,0.1,9,1996
"3542",3542,16.5,3.8,0,9,1996
"3543",3543,18.5,9.8,0,9,1996
"3544",3544,17.5,3.8,0,9,1996
"3545",3545,18,0.5,0,9,1996
"3546",3546,18.5,1,0,9,1996
"3547",3547,22.8,2,0,9,1996
"3548",3548,22,5.5,0,9,1996
"3549",3549,19.5,6,0,9,1996
"3550",3550,16.5,7.5,0.6,9,1996
"3551",3551,7.5,14,2.2,9,1996
"3552",3552,14.5,9,0,9,1996
"3553",3553,17,5.3,0,9,1996
"3554",3554,14.8,5.8,0,9,1996
"3555",3555,15.5,-0.3,0,9,1996
"3556",3556,18.5,8,0.5,9,1996
"3557",3557,18.5,3.1,0.7,9,1996
"3558",3558,17.2,9,0.2,9,1996
"3559",3559,18.8,7.5,0.8,9,1996
"3560",3560,19,11.2,2.4,9,1996
"3561",3561,18.3,10,1.2,9,1996
"3562",3562,15,5.5,7.5,10,1996
"3563",3563,15.5,-0.5,4.6,10,1996
"3564",3564,16.8,4,0.1,10,1996
"3565",3565,15.3,5,1.1,10,1996
"3566",3566,14.8,4,1.9,10,1996
"3567",3567,13.8,2,0.6,10,1996
"3568",3568,13.3,7,0.1,10,1996
"3569",3569,16,9.5,0,10,1996
"3570",3570,17.8,6.5,8.9,10,1996
"3571",3571,15,4.3,0,10,1996
"3572",3572,14.6,-0.4,0,10,1996
"3573",3573,15.2,6.3,0,10,1996
"3574",3574,15,6.1,0,10,1996
"3575",3575,18.8,7,0,10,1996
"3576",3576,18.5,6.5,0.6,10,1996
"3577",3577,15.3,2,0.6,10,1996
"3578",3578,14.5,-1.5,0.3,10,1996
"3579",3579,14.5,-0.5,5.2,10,1996
"3580",3580,15.5,5.5,2.2,10,1996
"3581",3581,15.6,8.3,0.1,10,1996
"3582",3582,16.5,7,2.6,10,1996
"3583",3583,15,5.5,0,10,1996
"3584",3584,18,2.5,0,10,1996
"3585",3585,19.5,4.4,0,10,1996
"3586",3586,18.7,9.3,0,10,1996
"3587",3587,17.1,6.1,2.1,10,1996
"3588",3588,14.6,7,4.7,10,1996
"3589",3589,16.3,10,2.1,10,1996
"3590",3590,15.8,7.3,1.6,10,1996
"3591",3591,11.5,1.8,0,10,1996
"3592",3592,11.3,6,2.4,10,1996
"3593",3593,15,6.4,0.6,11,1996
"3594",3594,16,8,0,11,1996
"3595",3595,17.4,11.8,3.8,11,1996
"3596",3596,17.5,10,20.2,11,1996
"3597",3597,14.8,6.5,0,11,1996
"3598",3598,15,6.8,1.8,11,1996
"3599",3599,14,5,1,11,1996
"3600",3600,11,-3.5,0.8,11,1996
"3601",3601,11.3,1,0,11,1996
"3602",3602,11,1.5,17.3,11,1996
"3603",3603,6.8,-5.3,0.1,11,1996
"3604",3604,8,-3.5,0.1,11,1996
"3605",3605,8.8,-1,0.1,11,1996
"3606",3606,7.8,-5.5,0,11,1996
"3607",3607,8.4,-4,0,11,1996
"3608",3608,10,-5.5,0,11,1996
"3609",3609,8.4,-2.3,2.3,11,1996
"3610",3610,9,-0.8,0.7,11,1996
"3611",3611,5.5,-7,15.4,11,1996
"3612",3612,6.5,-2,18.9,11,1996
"3613",3613,6,-3.2,0.7,11,1996
"3614",3614,5.5,-7,0,11,1996
"3615",3615,6.9,-3,0,11,1996
"3616",3616,5.5,-2.5,0,11,1996
"3617",3617,10.8,-0.5,11.2,11,1996
"3618",3618,8.8,-0.3,0.2,11,1996
"3619",3619,6.8,-4.3,0,11,1996
"3620",3620,5,-3.3,0,11,1996
"3621",3621,11.8,-2.8,6.7,11,1996
"3622",3622,10.8,4.5,0.8,11,1996
"3623",3623,9.8,0,0.5,12,1996
"3624",3624,12,3.3,0.3,12,1996
"3625",3625,10.5,1.5,8.1,12,1996
"3626",3626,12.5,-0.5,0.4,12,1996
"3627",3627,9.4,-5,0,12,1996
"3628",3628,7.5,-3.9,0,12,1996
"3629",3629,4.8,-1,0,12,1996
"3630",3630,5.8,1.2,0.1,12,1996
"3631",3631,5,0.3,0,12,1996
"3632",3632,4.7,-0.2,0,12,1996
"3633",3633,4.3,0.3,0,12,1996
"3634",3634,4.5,-0.8,0,12,1996
"3635",3635,4,-1.5,0.2,12,1996
"3636",3636,4.5,-7.5,0.6,12,1996
"3637",3637,6.6,-5.8,0,12,1996
"3638",3638,8.3,3,0,12,1996
"3639",3639,7,0.8,0.7,12,1996
"3640",3640,8.3,2.8,1.1,12,1996
"3641",3641,10,5,2.8,12,1996
"3642",3642,8.5,2.5,0.2,12,1996
"3643",3643,8,2,1,12,1996
"3644",3644,3.6,2.1,0,12,1996
"3645",3645,6.1,-2,0,12,1996
"3646",3646,4.5,-4.1,0,12,1996
"3647",3647,2.8,-4.5,0.3,12,1996
"3648",3648,4.6,-7,0,12,1996
"3649",3649,1.7,-7,0.4,12,1996
"3650",3650,3.5,-3.3,0.5,12,1996
"3651",3651,2,-7,0,12,1996
"3652",3652,3.8,-5,0.3,12,1996
"3653",3653,3.4,-6.8,0,12,1996
"3654",3654,-0.5,-7.8,0,1,1997
"3655",3655,-2,-10,0,1,1997
"3656",3656,0.5,-7,0,1,1997
"3657",3657,-0.5,-4,0,1,1997
"3658",3658,1.1,-2,0,1,1997
"3659",3659,2.3,-1,0,1,1997
"3660",3660,2.5,-2.5,0,1,1997
"3661",3661,0,-4,0,1,1997
"3662",3662,-0.4,-3.3,0.8,1,1997
"3663",3663,0.8,-1.8,1.5,1,1997
"3664",3664,1.4,-1.4,0,1,1997
"3665",3665,7.3,0.2,2.1,1,1997
"3666",3666,8.3,2.8,0,1,1997
"3667",3667,10,-5,0,1,1997
"3668",3668,7,-5.3,0,1,1997
"3669",3669,2.5,-5.3,0,1,1997
"3670",3670,7.3,-3.8,0.2,1,1997
"3671",3671,7.5,4.5,2.3,1,1997
"3672",3672,8,3,2.6,1,1997
"3673",3673,6,2,0,1,1997
"3674",3674,7.3,1,0,1,1997
"3675",3675,5.5,1,3.8,1,1997
"3676",3676,8.1,2.5,1.3,1,1997
"3677",3677,8,4,0,1,1997
"3678",3678,10.5,-3.5,0,1,1997
"3679",3679,11,-3.6,0,1,1997
"3680",3680,8.3,-3,0,1,1997
"3681",3681,7,-0.5,0.1,1,1997
"3682",3682,7.8,-0.8,0,1,1997
"3683",3683,5.6,2.5,0,1,1997
"3684",3684,4.7,2.5,0,1,1997
"3685",3685,5.2,2.8,0,2,1997
"3686",3686,7,1.9,0,2,1997
"3687",3687,8.3,-5,0,2,1997
"3688",3688,8.8,3,0,2,1997
"3689",3689,9.3,1.5,6.9,2,1997
"3690",3690,9.2,3,0.2,2,1997
"3691",3691,10.4,7,0,2,1997
"3692",3692,10.6,-3,2.1,2,1997
"3693",3693,9.4,-1,0,2,1997
"3694",3694,12,7.5,1.8,2,1997
"3695",3695,10.5,3,4.3,2,1997
"3696",3696,11.8,6,4,2,1997
"3697",3697,11.5,3,5,2,1997
"3698",3698,8.7,-1.5,0,2,1997
"3699",3699,6.9,0.4,0,2,1997
"3700",3700,9.1,1.5,0,2,1997
"3701",3701,8.8,4,2.5,2,1997
"3702",3702,10.5,4.8,9.9,2,1997
"3703",3703,8,1.5,0.7,2,1997
"3704",3704,10.9,5,3.9,2,1997
"3705",3705,12.3,7,0.6,2,1997
"3706",3706,12.6,6.5,3.5,2,1997
"3707",3707,11.5,7.5,0,2,1997
"3708",3708,13,3.8,6.3,2,1997
"3709",3709,12,6.8,6.5,2,1997
"3710",3710,13.3,5,2.7,2,1997
"3711",3711,13.1,2.4,0,2,1997
"3712",3712,10.3,5.6,0,2,1997
"3713",3713,12.7,2.3,0,3,1997
"3714",3714,12.1,7.2,0,3,1997
"3715",3715,12.5,2.3,0,3,1997
"3716",3716,9.5,4,8.5,3,1997
"3717",3717,10.5,6,1.6,3,1997
"3718",3718,11.8,1.8,0.7,3,1997
"3719",3719,12.3,5.3,0,3,1997
"3720",3720,11.5,7.5,0,3,1997
"3721",3721,12.3,7,0.8,3,1997
"3722",3722,14,3.3,0,3,1997
"3723",3723,16,-1.3,0,3,1997
"3724",3724,17.8,0.8,0,3,1997
"3725",3725,15,6.8,0,3,1997
"3726",3726,12.5,8.5,0,3,1997
"3727",3727,14.3,5.5,0,3,1997
"3728",3728,16.3,8.5,0,3,1997
"3729",3729,15.3,3.8,0,3,1997
"3730",3730,17.5,7,0,3,1997
"3731",3731,13.3,7,0,3,1997
"3732",3732,12.3,1,0,3,1997
"3733",3733,13.8,2.8,0,3,1997
"3734",3734,12.3,-1.8,0,3,1997
"3735",3735,13.3,4.8,0.3,3,1997
"3736",3736,12.5,2.5,0,3,1997
"3737",3737,10.3,2.8,0.3,3,1997
"3738",3738,13.5,8.5,0,3,1997
"3739",3739,13.5,4.5,0,3,1997
"3740",3740,16.6,4.2,0,3,1997
"3741",3741,12,2.3,0,3,1997
"3742",3742,12.8,-0.5,0,3,1997
"3743",3743,14.4,8,0,3,1997
"3744",3744,16,0.2,0,4,1997
"3745",3745,16.3,0.5,0,4,1997
"3746",3746,17.5,7,0,4,1997
"3747",3747,14.6,1,0,4,1997
"3748",3748,12.3,6.5,0,4,1997
"3749",3749,16.1,7.5,0,4,1997
"3750",3750,14.5,-2.5,0,4,1997
"3751",3751,15,-1.8,0,4,1997
"3752",3752,17,-0.5,0,4,1997
"3753",3753,20.5,0,0,4,1997
"3754",3754,20.5,5,0,4,1997
"3755",3755,18.5,-2.8,0,4,1997
"3756",3756,14.3,0.8,0,4,1997
"3757",3757,16.5,4,0,4,1997
"3758",3758,15.5,4.3,0,4,1997
"3759",3759,13.8,-2,0,4,1997
"3760",3760,15.5,6.8,0,4,1997
"3761",3761,14.5,-2,0,4,1997
"3762",3762,12,3.5,0.4,4,1997
"3763",3763,9.8,-1.2,0,4,1997
"3764",3764,10.5,-5,0,4,1997
"3765",3765,13.5,4,0,4,1997
"3766",3766,12.8,3.5,0,4,1997
"3767",3767,14.8,4.3,0,4,1997
"3768",3768,15,4.2,0.1,4,1997
"3769",3769,11.1,8,9.3,4,1997
"3770",3770,14,7.6,1.3,4,1997
"3771",3771,13.3,10.5,0.2,4,1997
"3772",3772,17.5,10,0,4,1997
"3773",3773,17,5.3,0,4,1997
"3774",3774,19.8,3.5,0,5,1997
"3775",3775,23,4,0,5,1997
"3776",3776,25.5,5.5,0,5,1997
"3777",3777,24.8,11.8,1.1,5,1997
"3778",3778,18.5,11,0,5,1997
"3779",3779,16.8,2.8,5.6,5,1997
"3780",3780,8.8,-1.8,0,5,1997
"3781",3781,11.5,4,2.9,5,1997
"3782",3782,12.5,5.8,0.7,5,1997
"3783",3783,13.5,6.5,4.6,5,1997
"3784",3784,14.5,6.5,1,5,1997
"3785",3785,15.1,7,1.2,5,1997
"3786",3786,14.8,5.5,2.6,5,1997
"3787",3787,16.8,2.3,0.4,5,1997
"3788",3788,18.3,2.5,0,5,1997
"3789",3789,19.2,2.7,0,5,1997
"3790",3790,21.5,10.9,1.2,5,1997
"3791",3791,25.6,13.8,1.4,5,1997
"3792",3792,20,10.5,0,5,1997
"3793",3793,17.5,5.8,2.4,5,1997
"3794",3794,16.3,10,3.3,5,1997
"3795",3795,13.3,6.5,0,5,1997
"3796",3796,13.9,7.4,0.2,5,1997
"3797",3797,16.5,1.5,0,5,1997
"3798",3798,16.5,2.8,0,5,1997
"3799",3799,19.5,2.2,0,5,1997
"3800",3800,22,3,0,5,1997
"3801",3801,20.5,4.5,0,5,1997
"3802",3802,18.4,4.3,0,5,1997
"3803",3803,24,4.8,0,5,1997
"3804",3804,24.5,7,0,5,1997
"3805",3805,23,8.2,0,6,1997
"3806",3806,20,10.5,0.2,6,1997
"3807",3807,20.3,8.5,0,6,1997
"3808",3808,21.7,9.2,0,6,1997
"3809",3809,23.4,10.5,0,6,1997
"3810",3810,26.1,13.1,1,6,1997
"3811",3811,24.2,14.5,8.4,6,1997
"3812",3812,23,11.5,0,6,1997
"3813",3813,20.8,9,1.7,6,1997
"3814",3814,22.5,9.5,0,6,1997
"3815",3815,26.3,15.5,5.3,6,1997
"3816",3816,24.9,13.5,1.3,6,1997
"3817",3817,19.9,13.1,0,6,1997
"3818",3818,20.8,12,0,6,1997
"3819",3819,17,8.2,0,6,1997
"3820",3820,18.3,8,0,6,1997
"3821",3821,21,10,2.2,6,1997
"3822",3822,20.5,8.8,0,6,1997
"3823",3823,20.5,4,3.9,6,1997
"3824",3824,15.8,7.5,1.9,6,1997
"3825",3825,16,10.5,5.3,6,1997
"3826",3826,17.5,10,7.5,6,1997
"3827",3827,17.5,11,5.8,6,1997
"3828",3828,19.5,10,0.1,6,1997
"3829",3829,17.3,11,4.3,6,1997
"3830",3830,16.5,11.3,3.8,6,1997
"3831",3831,16.8,10.5,12.2,6,1997
"3832",3832,12.8,9.8,3.8,6,1997
"3833",3833,16,10.3,1.8,6,1997
"3834",3834,18,10.3,0,6,1997
"3835",3835,16.5,10.8,0.5,7,1997
"3836",3836,17.5,9.3,0,7,1997
"3837",3837,19,8.8,4.2,7,1997
"3838",3838,17,10.8,10.5,7,1997
"3839",3839,19.5,9.5,0,7,1997
"3840",3840,21.8,9.3,0,7,1997
"3841",3841,23.8,12.3,0,7,1997
"3842",3842,26.3,12.3,0,7,1997
"3843",3843,26.8,16,0.2,7,1997
"3844",3844,26.8,12.3,0,7,1997
"3845",3845,23.5,9.8,0,7,1997
"3846",3846,23.5,11.3,0,7,1997
"3847",3847,24.9,14.5,0.2,7,1997
"3848",3848,23.5,13.5,0,7,1997
"3849",3849,23.8,14,0.2,7,1997
"3850",3850,24.8,14.3,0,7,1997
"3851",3851,21.5,13.8,0.7,7,1997
"3852",3852,20.1,10,0,7,1997
"3853",3853,21.3,11.2,1.1,7,1997
"3854",3854,25.1,8.3,0,7,1997
"3855",3855,25.5,11,0,7,1997
"3856",3856,26,9,0,7,1997
"3857",3857,26.3,11,0,7,1997
"3858",3858,27,14.8,0,7,1997
"3859",3859,24,13,1,7,1997
"3860",3860,23.3,9.8,0.1,7,1997
"3861",3861,21.5,14.3,17.7,7,1997
"3862",3862,23.8,11.5,0,7,1997
"3863",3863,24.5,9.8,0,7,1997
"3864",3864,25.8,14.5,1.4,7,1997
"3865",3865,23,13.5,0.1,7,1997
"3866",3866,18.3,13.2,4.7,8,1997
"3867",3867,23.4,12.5,0,8,1997
"3868",3868,23.1,9.5,0,8,1997
"3869",3869,21.5,14,4.2,8,1997
"3870",3870,21.8,15,20.1,8,1997
"3871",3871,21,15,0.3,8,1997
"3872",3872,24.8,15.4,32,8,1997
"3873",3873,26.6,15,0,8,1997
"3874",3874,30,15.6,0,8,1997
"3875",3875,28,13.4,0,8,1997
"3876",3876,30.8,18,0,8,1997
"3877",3877,28.8,16.5,0,8,1997
"3878",3878,27.8,18.3,1.1,8,1997
"3879",3879,25.8,13.1,0,8,1997
"3880",3880,25.9,12.2,0,8,1997
"3881",3881,27.9,10.5,0,8,1997
"3882",3882,28.4,14.5,0,8,1997
"3883",3883,24,14.3,2.1,8,1997
"3884",3884,29.3,13.5,0,8,1997
"3885",3885,29.8,13.5,0,8,1997
"3886",3886,28.8,13.5,0,8,1997
"3887",3887,25.8,18.8,0.1,8,1997
"3888",3888,23.5,19,0,8,1997
"3889",3889,26.3,18.5,0.7,8,1997
"3890",3890,24.2,16.5,7.6,8,1997
"3891",3891,21.8,7.5,1.6,8,1997
"3892",3892,22,11,0.4,8,1997
"3893",3893,19.5,8.9,12.8,8,1997
"3894",3894,19.5,13.2,0.1,8,1997
"3895",3895,19.6,13.5,7.4,8,1997
"3896",3896,21,10.5,1.1,8,1997
"3897",3897,23.3,14.8,0,9,1997
"3898",3898,21.5,7.5,0,9,1997
"3899",3899,21.6,12.8,0.1,9,1997
"3900",3900,18.8,14,2.2,9,1997
"3901",3901,21.3,9.4,0,9,1997
"3902",3902,18.5,9,0.6,9,1997
"3903",3903,19.5,13,0,9,1997
"3904",3904,21,7.8,0,9,1997
"3905",3905,21.3,9.8,0,9,1997
"3906",3906,21.5,5,0,9,1997
"3907",3907,20.5,9,0,9,1997
"3908",3908,20,11.5,0.4,9,1997
"3909",3909,19,6.8,2.7,9,1997
"3910",3910,16.5,5.8,0,9,1997
"3911",3911,17.3,7,0,9,1997
"3912",3912,19,9,0,9,1997
"3913",3913,21.3,6.8,0,9,1997
"3914",3914,22.5,5,0,9,1997
"3915",3915,24.7,12.9,4.4,9,1997
"3916",3916,16.9,12.5,4.7,9,1997
"3917",3917,18.7,5.5,0,9,1997
"3918",3918,19,4,0,9,1997
"3919",3919,20.8,6.7,0,9,1997
"3920",3920,20.8,6.8,0,9,1997
"3921",3921,20,13.5,0,9,1997
"3922",3922,19.2,11,0,9,1997
"3923",3923,21.5,11,0,9,1997
"3924",3924,19.4,6.5,0,9,1997
"3925",3925,19,8.3,0,9,1997
"3926",3926,22.9,15,0,9,1997
"3927",3927,21.3,15.8,0,10,1997
"3928",3928,24.5,9.8,0,10,1997
"3929",3929,18.8,7.8,0,10,1997
"3930",3930,18.3,9,0,10,1997
"3931",3931,19.5,8.5,0,10,1997
"3932",3932,17.1,6.5,0,10,1997
"3933",3933,20.8,10.5,8.2,10,1997
"3934",3934,15.8,11,7,10,1997
"3935",3935,18,13,6,10,1997
"3936",3936,18.3,9.3,14,10,1997
"3937",3937,16.5,8.5,0.2,10,1997
"3938",3938,13.5,8,13.5,10,1997
"3939",3939,12,5,0,10,1997
"3940",3940,12,2,0.5,10,1997
"3941",3941,13.5,4.8,12.6,10,1997
"3942",3942,14,8,0.3,10,1997
"3943",3943,16.3,11.5,0.7,10,1997
"3944",3944,18.5,6,0.1,10,1997
"3945",3945,21.4,6.5,0,10,1997
"3946",3946,22,10.3,0,10,1997
"3947",3947,13.3,7.3,0.3,10,1997
"3948",3948,12.8,-0.8,0,10,1997
"3949",3949,14.9,-0.1,0,10,1997
"3950",3950,14,4.1,0,10,1997
"3951",3951,12,-2.6,0,10,1997
"3952",3952,10.8,-4,0,10,1997
"3953",3953,12.8,0.5,0,10,1997
"3954",3954,12.8,-0.3,0,10,1997
"3955",3955,9.5,-4.5,0,10,1997
"3956",3956,11,-6,0,10,1997
"3957",3957,9.3,-5,0,10,1997
"3958",3958,13.1,-4.3,0,11,1997
"3959",3959,11.5,-1.8,0,11,1997
"3960",3960,8.3,-1.3,0.1,11,1997
"3961",3961,11,4.3,0,11,1997
"3962",3962,13.5,6,6.7,11,1997
"3963",3963,15.2,9.3,5.2,11,1997
"3964",3964,13.5,6.5,0.1,11,1997
"3965",3965,12.8,8.3,5.4,11,1997
"3966",3966,13,5.5,4.7,11,1997
"3967",3967,10,5.8,0.1,11,1997
"3968",3968,10.5,1.8,1,11,1997
"3969",3969,12,-2.3,0,11,1997
"3970",3970,10.8,-3,0.1,11,1997
"3971",3971,10.5,-2.8,0.1,11,1997
"3972",3972,13.3,-0.3,1.6,11,1997
"3973",3973,15,12.8,2,11,1997
"3974",3974,16,12,0,11,1997
"3975",3975,15.3,9.8,0.5,11,1997
"3976",3976,12.8,8.8,3.5,11,1997
"3977",3977,13,7,7.5,11,1997
"3978",3978,11.6,2.5,6.9,11,1997
"3979",3979,10.2,-0.2,2.4,11,1997
"3980",3980,11.5,-0.5,1.5,11,1997
"3981",3981,10.5,0,0.2,11,1997
"3982",3982,9,4.5,1.2,11,1997
"3983",3983,10,5.8,0,11,1997
"3984",3984,11.5,7.5,7.4,11,1997
"3985",3985,11.3,7,7.9,11,1997
"3986",3986,14,7.5,0,11,1997
"3987",3987,13.5,8,1.8,11,1997
"3988",3988,13.5,-1.8,0,12,1997
"3989",3989,5.3,-1,5.5,12,1997
"3990",3990,3.8,-1.3,0,12,1997
"3991",3991,4,-0.8,0,12,1997
"3992",3992,6.5,-3.5,0,12,1997
"3993",3993,9.4,7,0.2,12,1997
"3994",3994,10.8,6.5,0,12,1997
"3995",3995,11.8,7.3,2.4,12,1997
"3996",3996,13,7,0.5,12,1997
"3997",3997,13.5,9,8.6,12,1997
"3998",3998,14.7,10.5,0.7,12,1997
